ChIP-Seq dataset	diPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	monoPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	TF	BEST SIM-TY	SIM-TY CHECK	CONSISTENCY CHECK	MOTIF CHECK	CHANCE TO SAVE
PEAKS020237	dichipmunk_pcm/TAL1_MOUSE^PEAKS020237.pcm	NA	0.004866381	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TAL1_MOUSE^PEAKS020237.pcm	NA	0.005692609	TAL1_MOUSE	0.005692609	FAIL	CONSISTENT	TAL1_GATA	-
PEAKS020598	dichipmunk_pcm/TAL1_MOUSE^PEAKS020598.pcm	NA	0.004033202	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TAL1_MOUSE^PEAKS020598.pcm	NA	0.005855316	TAL1_MOUSE	0.005855316	FAIL	CONSISTENT	TAL1_GATA	-
PEAKS020635	dichipmunk_pcm/TAL1_MOUSE^PEAKS020635.pcm	NA	0.005836598	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TAL1_MOUSE^PEAKS020635.pcm	NA	0.006076744	TAL1_MOUSE	0.006076744	FAIL	CONSISTENT	TAL1_GATA	-
PEAKS020784	dichipmunk_pcm/TAL1_MOUSE^PEAKS020784.pcm	NA	0.001488283	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TAL1_MOUSE^PEAKS020784.pcm	NA	0.002280657	TAL1_MOUSE	0.002280657	FAIL	FAIL	WRONG	-
PEAKS020218	dichipmunk_pcm/TBP_HUMAN^PEAKS020218.pcm	NA	6.12E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_HUMAN^PEAKS020218.pcm	NA	0.001181449	TBP_HUMAN	0.001181449	FAIL	FAIL	-	-
PEAKS020372	dichipmunk_pcm/TBP_HUMAN^PEAKS020372.pcm	NA	5.09E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_HUMAN^PEAKS020372.pcm	NA	7.10E-04	TBP_HUMAN	0.000709549	FAIL	FAIL	-	-
PEAKS020430	dichipmunk_pcm/TBP_HUMAN^PEAKS020430.pcm	NA	5.76E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_HUMAN^PEAKS020430.pcm	NA	5.04E-04	TBP_HUMAN	0.000575887	FAIL	FAIL	-	-
PEAKS020453	dichipmunk_pcm/TBP_HUMAN^PEAKS020453.pcm	NA	5.19E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_HUMAN^PEAKS020453.pcm	NA	6.31E-04	TBP_HUMAN	0.000630727	FAIL	FAIL	-	-
PEAKS020749	dichipmunk_pcm/TBP_HUMAN^PEAKS020749.pcm	NA	4.08E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_HUMAN^PEAKS020749.pcm	NA	5.37E-04	TBP_HUMAN	0.000536897	FAIL	FAIL	-	-
PEAKS010159	dichipmunk_pcm/TBP_MOUSE^PEAKS010159.pcm	NA	0.006392449	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_MOUSE^PEAKS010159.pcm	NA	0.004548925	TBP_MOUSE	0.006392449	FAIL	FAIL	-	-
PEAKS010350	dichipmunk_pcm/TBP_MOUSE^PEAKS010350.pcm	NA	4.07E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_MOUSE^PEAKS010350.pcm	NA	6.16E-04	TBP_MOUSE	0.000616234	FAIL	FAIL	-	-
PEAKS010565	dichipmunk_pcm/TBP_MOUSE^PEAKS010565.pcm	NA	5.82E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_MOUSE^PEAKS010565.pcm	NA	3.89E-04	TBP_MOUSE	0.000582299	FAIL	FAIL	-	-
PEAKS020355	dichipmunk_pcm/TBP_MOUSE^PEAKS020355.pcm	NA	0.001087044	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_MOUSE^PEAKS020355.pcm	NA	0.001619445	TBP_MOUSE	0.001619445	FAIL	FAIL	-	-
PEAKS020760	dichipmunk_pcm/TBP_MOUSE^PEAKS020760.pcm	NA	0.00142835	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBP_MOUSE^PEAKS020760.pcm	NA	0.001020658	TBP_MOUSE	0.00142835	FAIL	FAIL	-	-
PEAKS010197	dichipmunk_pcm/TBX20_MOUSE^PEAKS010197.pcm	0.010732526	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBX20_MOUSE^PEAKS010197.pcm	0.007395956	NA	TBX20_MOUSE	0.010732526	FAIL	IMPOSSIBLE	CONSISTENT	-
PEAKS010255	dichipmunk_pcm/TBX21_MOUSE^PEAKS010255.pcm	0.017106309	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBX21_MOUSE^PEAKS010255.pcm	0.01221233	NA	TBX21_MOUSE	0.017106309	FAIL	IMPOSSIBLE	-	-
PEAKS030275	dichipmunk_pcm/TBX3_HUMAN^PEAKS030275.pcm	NA	0.008517176	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBX3_HUMAN^PEAKS030275.pcm	NA	0.005326301	TBX3_HUMAN	0.008517176	FAIL	FAIl	-	-
PEAKS010356	dichipmunk_pcm/TBX3_MOUSE^PEAKS010356.pcm	NA	0.002643306	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TBX3_MOUSE^PEAKS010356.pcm	NA	0.003901156	TBX3_MOUSE	0.003901156	FAIL	FAIL	-	-
PEAKS020128	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020128.pcm	0.001317551	0.004284364	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020128.pcm	0.001305379	0.007366405	TEAD4_HUMAN	0.007366405	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020667	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020667.pcm	0.331048612	0.008874016	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020667.pcm	0.409784736	0.007840898	TEAD4_HUMAN	0.409784736	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020776	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020776.pcm	0.111103945	0.003140037	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020776.pcm	0.005078848	0.008640682	TEAD4_HUMAN	0.111103945	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020811	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020811.pcm	0.23592951	0.007858396	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020811.pcm	0.283021393	0.006102925	TEAD4_HUMAN	0.283021393	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020812	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020812.pcm	0.236748009	0.00415597	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020812.pcm	0.305422648	0.004970556	TEAD4_HUMAN	0.305422648	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020834	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020834.pcm	0.328108231	0.011321479	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020834.pcm	0.38739993	0.008115743	TEAD4_HUMAN	0.38739993	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020846	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020846.pcm	0.192084484	0.003438918	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020846.pcm	0.239938825	0.00592483	TEAD4_HUMAN	0.239938825	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020892	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020892.pcm	0.001289393	0.002032937	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020892.pcm	0.002412076	0.001563384	TEAD4_HUMAN	0.002412076	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020971	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020971.pcm	0.22196938	0.003901025	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020971.pcm	0.305485923	0.005514847	TEAD4_HUMAN	0.305485923	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020972	dichipmunk_pcm/TEAD4_HUMAN^PEAKS020972.pcm	0.084726195	0.008701285	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS020972.pcm	0.089781241	0.004870196	TEAD4_HUMAN	0.089781241	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021007	dichipmunk_pcm/TEAD4_HUMAN^PEAKS021007.pcm	0.254676837	0.003963133	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS021007.pcm	0.339037375	0.004298677	TEAD4_HUMAN	0.339037375	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030114	dichipmunk_pcm/TEAD4_HUMAN^PEAKS030114.pcm	0.002145867	0.002632635	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TEAD4_HUMAN^PEAKS030114.pcm	0.010768268	0.003585176	TEAD4_HUMAN	0.010768268	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000509	dichipmunk_pcm/TF65_HUMAN^PEAKS000509.pcm	NA	0.003235102	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000509.pcm	NA	0.002428295	TF65_HUMAN	0.003235102	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000510	dichipmunk_pcm/TF65_HUMAN^PEAKS000510.pcm	NA	0.008485145	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000510.pcm	NA	0.003975256	TF65_HUMAN	0.008485145	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000511	dichipmunk_pcm/TF65_HUMAN^PEAKS000511.pcm	NA	0.002184701	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000511.pcm	NA	0.003083843	TF65_HUMAN	0.003083843	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000512	dichipmunk_pcm/TF65_HUMAN^PEAKS000512.pcm	NA	0.001705855	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000512.pcm	NA	0.003465851	TF65_HUMAN	0.003465851	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000513	dichipmunk_pcm/TF65_HUMAN^PEAKS000513.pcm	NA	0.186256795	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000513.pcm	NA	0.072346928	TF65_HUMAN	0.186256795	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000514	dichipmunk_pcm/TF65_HUMAN^PEAKS000514.pcm	NA	0.205235817	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000514.pcm	NA	0.056063417	TF65_HUMAN	0.205235817	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000515	dichipmunk_pcm/TF65_HUMAN^PEAKS000515.pcm	NA	0.008553974	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000515.pcm	NA	0.002372349	TF65_HUMAN	0.008553974	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000516	dichipmunk_pcm/TF65_HUMAN^PEAKS000516.pcm	NA	0.004864683	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS000516.pcm	NA	0.00302623	TF65_HUMAN	0.004864683	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010040	dichipmunk_pcm/TF65_HUMAN^PEAKS010040.pcm	NA	0.276501386	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010040.pcm	NA	0.356579826	TF65_HUMAN	0.356579826	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010041	dichipmunk_pcm/TF65_HUMAN^PEAKS010041.pcm	NA	0.197608203	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010041.pcm	NA	0.352848599	TF65_HUMAN	0.352848599	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010044	dichipmunk_pcm/TF65_HUMAN^PEAKS010044.pcm	NA	0.177133816	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010044.pcm	NA	0.413773478	TF65_HUMAN	0.413773478	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010379	dichipmunk_pcm/TF65_HUMAN^PEAKS010379.pcm	NA	0.277166939	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010379.pcm	NA	0.461988304	TF65_HUMAN	0.461988304	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010417	dichipmunk_pcm/TF65_HUMAN^PEAKS010417.pcm	NA	0.321849753	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010417.pcm	NA	0.341540404	TF65_HUMAN	0.341540404	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010482	dichipmunk_pcm/TF65_HUMAN^PEAKS010482.pcm	NA	0.262152267	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010482.pcm	NA	0.376476338	TF65_HUMAN	0.376476338	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010487	dichipmunk_pcm/TF65_HUMAN^PEAKS010487.pcm	NA	0.293504902	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010487.pcm	NA	0.334889363	TF65_HUMAN	0.334889363	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010488	dichipmunk_pcm/TF65_HUMAN^PEAKS010488.pcm	NA	0.131865586	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010488.pcm	NA	0.476485149	TF65_HUMAN	0.476485149	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010489	dichipmunk_pcm/TF65_HUMAN^PEAKS010489.pcm	NA	0.322949705	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010489.pcm	NA	0.460810811	TF65_HUMAN	0.460810811	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010490	dichipmunk_pcm/TF65_HUMAN^PEAKS010490.pcm	NA	0.252404872	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS010490.pcm	NA	0.432492685	TF65_HUMAN	0.432492685	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020791	dichipmunk_pcm/TF65_HUMAN^PEAKS020791.pcm	NA	0.269700728	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020791.pcm	NA	0.370755303	TF65_HUMAN	0.370755303	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020837	dichipmunk_pcm/TF65_HUMAN^PEAKS020837.pcm	NA	0.293920808	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020837.pcm	NA	0.462874251	TF65_HUMAN	0.462874251	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020906	dichipmunk_pcm/TF65_HUMAN^PEAKS020906.pcm	NA	0.25793151	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020906.pcm	NA	0.423118697	TF65_HUMAN	0.423118697	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020920	dichipmunk_pcm/TF65_HUMAN^PEAKS020920.pcm	NA	0.221692816	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020920.pcm	NA	0.406455863	TF65_HUMAN	0.406455863	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020930	dichipmunk_pcm/TF65_HUMAN^PEAKS020930.pcm	NA	0.22938692	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020930.pcm	NA	0.343946591	TF65_HUMAN	0.343946591	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020963	dichipmunk_pcm/TF65_HUMAN^PEAKS020963.pcm	NA	0.226580883	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020963.pcm	NA	0.324371331	TF65_HUMAN	0.324371331	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020974	dichipmunk_pcm/TF65_HUMAN^PEAKS020974.pcm	NA	0.30415552	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020974.pcm	NA	0.347817561	TF65_HUMAN	0.347817561	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020978	dichipmunk_pcm/TF65_HUMAN^PEAKS020978.pcm	NA	0.305813396	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS020978.pcm	NA	0.414130762	TF65_HUMAN	0.414130762	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021017	dichipmunk_pcm/TF65_HUMAN^PEAKS021017.pcm	NA	0.32474735	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS021017.pcm	NA	0.39582157	TF65_HUMAN	0.39582157	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021019	dichipmunk_pcm/TF65_HUMAN^PEAKS021019.pcm	NA	0.204694764	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS021019.pcm	NA	0.447859495	TF65_HUMAN	0.447859495	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030088	dichipmunk_pcm/TF65_HUMAN^PEAKS030088.pcm	NA	0.00290979	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_HUMAN^PEAKS030088.pcm	NA	0.004473582	TF65_HUMAN	0.004473582	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000485	dichipmunk_pcm/TF65_MOUSE^PEAKS000485.pcm	NA	0.001600558	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_MOUSE^PEAKS000485.pcm	NA	0.004797987	TF65_MOUSE	0.004797987	FAIL	-	-	-
PEAKS000487	dichipmunk_pcm/TF65_MOUSE^PEAKS000487.pcm	NA	0.092801271	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF65_MOUSE^PEAKS000487.pcm	NA	0.083772258	TF65_MOUSE	0.092801271	FAIL	PASS	PASS	-
PEAKS030369	dichipmunk_pcm/TF7L1_HUMAN^PEAKS030369.pcm	0.00127979	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L1_HUMAN^PEAKS030369.pcm	9.77E-04	NA	TF7L1_HUMAN	0.00127979	FAIL	FAIL	-	-
PEAKS000480	dichipmunk_pcm/TF7L1_MOUSE^PEAKS000480.pcm	0.01843475	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L1_MOUSE^PEAKS000480.pcm	0.027875856	NA	TF7L1_MOUSE	0.027875856	FAIL	FAIL	WRONG	-
PEAKS010017	dichipmunk_pcm/TF7L1_MOUSE^PEAKS010017.pcm	0.00334324	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L1_MOUSE^PEAKS010017.pcm	0.004810461	NA	TF7L1_MOUSE	0.004810461	FAIL	FAIL	-	-
PEAKS010074	dichipmunk_pcm/TF7L2_HUMAN^PEAKS010074.pcm	NA	0.01111524	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS010074.pcm	NA	0.014510654	TF7L2_HUMAN	0.014510654	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010275	dichipmunk_pcm/TF7L2_HUMAN^PEAKS010275.pcm	NA	0.150632423	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS010275.pcm	NA	0.249888774	TF7L2_HUMAN	0.249888774	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010433	dichipmunk_pcm/TF7L2_HUMAN^PEAKS010433.pcm	NA	0.403198208	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS010433.pcm	NA	0.388124758	TF7L2_HUMAN	0.403198208	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010434	dichipmunk_pcm/TF7L2_HUMAN^PEAKS010434.pcm	NA	0.271562586	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS010434.pcm	NA	0.374778063	TF7L2_HUMAN	0.374778063	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010590	dichipmunk_pcm/TF7L2_HUMAN^PEAKS010590.pcm	NA	0.059488619	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS010590.pcm	NA	0.082892572	TF7L2_HUMAN	0.082892572	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020072	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020072.pcm	NA	0.26606714	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020072.pcm	NA	0.474598476	TF7L2_HUMAN	0.474598476	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020096	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020096.pcm	NA	0.408553666	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020096.pcm	NA	0.407808523	TF7L2_HUMAN	0.408553666	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020241	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020241.pcm	NA	0.497363818	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020241.pcm	NA	0.51977016	TF7L2_HUMAN	0.51977016	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020285	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020285.pcm	NA	0.470303293	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020285.pcm	NA	0.472131148	TF7L2_HUMAN	0.472131148	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020371	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020371.pcm	NA	0.402150038	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020371.pcm	NA	0.507774677	TF7L2_HUMAN	0.507774677	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020422	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020422.pcm	NA	0.439547446	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020422.pcm	NA	0.468602474	TF7L2_HUMAN	0.468602474	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020571	dichipmunk_pcm/TF7L2_HUMAN^PEAKS020571.pcm	NA	0.382720065	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS020571.pcm	NA	0.346114412	TF7L2_HUMAN	0.382720065	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030368	dichipmunk_pcm/TF7L2_HUMAN^PEAKS030368.pcm	NA	0.282060297	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TF7L2_HUMAN^PEAKS030368.pcm	NA	0.013777592	TF7L2_HUMAN	0.282060297	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030037	dichipmunk_pcm/TFCP2_HUMAN^PEAKS030037.pcm	0.002582618	0.002159739	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFCP2_HUMAN^PEAKS030037.pcm	0.003309708	0.003787777	TFCP2_HUMAN	0.003787777	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030117	dichipmunk_pcm/TFDP1_HUMAN^PEAKS030117.pcm	NA	0.078181788	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFDP1_HUMAN^PEAKS030117.pcm	NA	0.052871553	TFDP1_HUMAN	0.078181788	FAIL	PASS	PASS	+
PEAKS020654	dichipmunk_pcm/TFE2_HUMAN^PEAKS020654.pcm	0.112731618	0.042432005	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_HUMAN^PEAKS020654.pcm	0.119119509	0.050861977	TFE2_HUMAN	0.119119509	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020655	dichipmunk_pcm/TFE2_HUMAN^PEAKS020655.pcm	0.120847899	0.043023881	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_HUMAN^PEAKS020655.pcm	0.144237077	0.058558864	TFE2_HUMAN	0.144237077	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010170	dichipmunk_pcm/TFE2_MOUSE^PEAKS010170.pcm	0.241030164	0.086225306	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_MOUSE^PEAKS010170.pcm	0.23405498	0.080248723	TFE2_MOUSE	0.241030164	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010419	dichipmunk_pcm/TFE2_MOUSE^PEAKS010419.pcm	0.146720235	0.060562632	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_MOUSE^PEAKS010419.pcm	0.205177634	0.06398623	TFE2_MOUSE	0.205177634	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010441	dichipmunk_pcm/TFE2_MOUSE^PEAKS010441.pcm	0.177608539	0.068528481	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_MOUSE^PEAKS010441.pcm	0.162734114	0.060562912	TFE2_MOUSE	0.177608539	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010569	dichipmunk_pcm/TFE2_MOUSE^PEAKS010569.pcm	0.003208431	0.004217255	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/TFE2_MOUSE^PEAKS010569.pcm	0.006080235	0.005408464	TFE2_MOUSE	0.006080235	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
